2018-11-14 04:02:37,b'Lost my sketchbook of 3 years after a flight from Tucson to Denver day before Halloween. Still missing... but still\xe2\x80\xa6 https://t.co/Wp00fJEtX0'
2018-11-14 03:34:30,"b""@sounderatheart I miss #UnitedAirlines' rainbow tulip. That looked sharp. #stuckinthe90s"""
2018-11-14 03:30:49,b'RT @SFC_Airborne51: Whoever made this is genius #NewUnitedAirlinesMottos #unitedAIRLINES #Dontflyunited https://t.co/XcYL6IbNCw'
2018-11-14 02:56:24,b'Our #unitedairlines flight landed early in Chicago we have no gate so we\xe2\x80\x99re sitting on the tarmac'
2018-11-14 01:29:07,b'#unitedairlines flight 2293 best crew ever #stella https://t.co/2zdEbDwOyw'
2018-11-14 01:00:49,b'$824* &amp; up -- United Airlines Flights to Sydney (Roundtrip) https://t.co/TvBZaAxMNl #syd #lax #unitedairlines https://t.co/qbbEMMz32x'
2018-11-14 00:58:08,b'Purchased international tickets on @united with @United credit card and now being denied free baggage benefit. Boug\xe2\x80\xa6 https://t.co/YzbqKUWIRU'
2018-11-14 00:55:06,"b""RT @MotherMuchy: @timthetatman reminds us never to fly @united ever. Would have literally been the worst story I've heard out of #UnitedAir\xe2\x80\xa6"""
2018-11-14 00:54:01,b'RT @murphbc09: @united woman working gates @SBNairport tonight wanted to head home early. Wouldn\xe2\x80\x99t let any passengers from canceled #EWR fl\xe2\x80\xa6'
2018-11-14 00:53:37,b'RT @ChefTsonton: @noplasticshower @united Nothing that is shitty that #UnitedAirlines does ever surprises me.'
2018-11-14 00:23:27,b'@noplasticshower @united Nothing that is shitty that #UnitedAirlines does ever surprises me.'
2018-11-14 00:15:32,"b""RT @RickSchaler: https://t.co/qwuD00aQ0J\nHaven't flown for awhile, tried United, got bumped off.\nOut of the 9 major Airlines, they were ran\xe2\x80\xa6"""
2018-11-14 00:07:39,"b'#unitedAIRLINES my flight is keep getting delayed, and when I try to change my flight, united wants to charge reboo\xe2\x80\xa6 https://t.co/rcbrHI01RL'"
2018-11-13 23:55:46,b'@united woman working gates @SBNairport tonight wanted to head home early. Wouldn\xe2\x80\x99t let any passengers from cancele\xe2\x80\xa6 https://t.co/6aGiEfJY3b'
2018-11-13 23:39:36,"b'Just landed after a 72 hour journey from Lisbon to SF - 2 cancelled flights, two missed connections and two nights\xe2\x80\xa6 https://t.co/yMBs2WGLWo'"
2018-11-13 22:01:41,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:35:54,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:31:16,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:26:19,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:24:16,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:22:35,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:03:52,b'RT @Juiterisblue: Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flight# 23\xe2\x80\xa6'
2018-11-13 21:02:32,b'Training and Having Fun while doing it! #UnitedAirlines #TeamUnitedSJC'
2018-11-13 20:45:11,"b""RT @RickSchaler: https://t.co/qwuD00aQ0J\nHaven't flown for awhile, tried United, got bumped off.\nOut of the 9 major Airlines, they were ran\xe2\x80\xa6"""
2018-11-13 20:44:50,"b'Even though we ended up flying to the Lubbock airport instead of Amarillo, we actually visited the Amarillo airport\xe2\x80\xa6 https://t.co/LxYk3Q8LGl'"
2018-11-13 20:44:04,b'Trying to track down a suitcase that apparently has been sitting in Amarillo since yesterday. #unitedairlines'
2018-11-13 20:43:30,"b""Today's First World travel-related issue: Did you know that it is impossible to call and talk with anyone associate\xe2\x80\xa6 https://t.co/nuw59nIlGS"""
2018-11-13 20:42:06,b'Hey @united did you know that molasses cookies are awesome to eat for the 7+ hour delayed flight from LAX-&gt;EWR flig\xe2\x80\xa6 https://t.co/t5uiTkY0eE'
2018-11-13 20:37:54,"b""https://t.co/qwuD00aQ0J\nHaven't flown for awhile, tried United, got bumped off.\nOut of the 9 major Airlines, they w\xe2\x80\xa6 https://t.co/EfBhbt7zAO"""
2018-11-13 20:28:25,"b""I'm returning #home from #memphis #Tennesee checking the #cello aka #coffin through #baggage  #mandola #airport\xe2\x80\xa6 https://t.co/BQELRgae1L"""
2018-11-13 19:32:52,b'Thanks to the awesome people at @united for helping me out today and making it possible for me to spend more time a\xe2\x80\xa6 https://t.co/qbtX73QpM1'
2018-11-13 19:01:25,"b""Come take a flight with me in Polaris, @United's new Business Class on my way to Shanghai! Does it live up to the h\xe2\x80\xa6 https://t.co/NssMU58J6o"""
2018-11-13 18:00:57,b'United Airlines are giving away two return economy flights to Chicago O\xe2\x80\x99Hare and a two night stay in the Sheraton G\xe2\x80\xa6 https://t.co/5mRLeC7nAi'
2018-11-13 17:01:57,b'$708* &amp; up -- Flights to Singapore Aboard United Airlines (Roundtrip) https://t.co/nBQqTiKVg9 #sin #lax\xe2\x80\xa6 https://t.co/vRXMlYLnm6'
2018-11-13 17:01:00,"b'When your connecting flight leaves early and your original flight is delayed resulting in a 4.5 hour layover, you m\xe2\x80\xa6 https://t.co/lQ2ObWnndh'"
2018-11-13 16:09:30,"b""Booked @United in June to fly home for family Christmas. The flight's been changed and I'm losing 4hrs of family ti\xe2\x80\xa6 https://t.co/GC4uB6HSbl"""
2018-11-13 15:37:49,b'RT @Hiboro84: I am ready to cross the ocean again \xf0\x9f\x9b\xab #travel #airplane #sky #clouds #queenoftheskies #b747 #unitedairlines #pacificocean #tr\xe2\x80\xa6'
2018-11-13 15:36:55,b'I am ready to cross the ocean again \xf0\x9f\x9b\xab #travel #airplane #sky #clouds #queenoftheskies #b747 #unitedairlines\xe2\x80\xa6 https://t.co/Y5bGmFPews'
2018-11-13 11:51:28,"b'TO NOTE: Despite my overall bad experience, I had a great experience with *one* very nice @UnitedAir_\xe2\x80\xa6 https://t.co/NCK7jW0g1h'"
2018-11-13 11:39:01,b'It must be nearly impossible @UnitedAir_ #unitedairlines to quality control your employees. Thousands of diff level\xe2\x80\xa6 https://t.co/kGG3Urvy69'
2018-11-13 11:36:52,"b'Tbh the @UnitedAir_ website should pop up a life-sized caution alert when choosing #basiceconomy to warn you, by pa\xe2\x80\xa6 https://t.co/4iraSwvyDC'"
2018-11-13 11:34:00,b'Everyone representing @UnitedAir_ #unitedairlines minus 1 nice gentleman who checked my bag was just downright rude\xe2\x80\xa6 https://t.co/V7jA4AFxvv'
2018-11-13 11:05:17,b'@n8carrier @united No food in Business Class after 12 hours on a 17 hour flight? That is poor planning. #unitedAIRLINES'
2018-11-13 09:16:48,"b'RT @UnitedFlyerHD: Flying UA1113, ORD-IAH (N33266). We\xe2\x80\x99ve been cruising at FL240 the whole time due to turbulence above us\n#avgeek #uniteda\xe2\x80\xa6'"
2018-11-13 09:13:39,"b'RT @UnitedFlyerHD: Flying UA1113, ORD-IAH (N33266). We\xe2\x80\x99ve been cruising at FL240 the whole time due to turbulence above us\n#avgeek #uniteda\xe2\x80\xa6'"
2018-11-13 06:43:13,b'RT @treasurotica: #Vintage #UnitedAirlines #Stewardess #FlightAttendant Black #Leather Bag  https://t.co/dFkarL7wya #United #purse #purses\xe2\x80\xa6'
2018-11-13 05:09:05,b'RT @treasurotica: #Vintage #UnitedAirlines #Stewardess #FlightAttendant Black #Leather Bag  https://t.co/dFkarL7wya #United #purse #purses\xe2\x80\xa6'
2018-11-13 03:33:58,"b'Flying UA1113, ORD-IAH (N33266). We\xe2\x80\x99ve been cruising at FL240 the whole time due to turbulence above us\n#avgeek\xe2\x80\xa6 https://t.co/TFhpqAKt3V'"
2018-11-13 03:32:11,b'Can we also look at a bill that forbids obese flight attendants and passengers?  It\xe2\x80\x99s ridiculous.  How can that be\xe2\x80\xa6 https://t.co/HHbyDHQ4F5'
2018-11-13 03:08:33,"b""@timthetatman reminds us never to fly @united ever. Would have literally been the worst story I've heard out of\xe2\x80\xa6 https://t.co/GKd5Yrs7JD"""
2018-11-13 02:18:24,b'Glad @united and @ChicagoOHare know how to run their operation!!! Completely missed my flight home tonight! Thanks\xe2\x80\xa6 https://t.co/p82Fa9OMyB'
2018-11-13 02:07:04,"b'2 mins before \xe2\x80\x9cscheduled\xe2\x80\x9d departure , we don\xe2\x80\x99t have an allocated aircraft at the gate, yet United has sent no commu\xe2\x80\xa6 https://t.co/Wl6fwhvE2F'"
2018-11-13 00:45:14,"b'The best kind of connection is the human kind, and @jimolson working for #UnitedAirlines on the efforts to bring re\xe2\x80\xa6 https://t.co/7B3C6D0Z56'"
2018-11-13 00:10:22,b'It\xe2\x80\x99s 2018 and there\xe2\x80\x99s still a stigma that tattoos are \xe2\x80\x9cunprofessional\xe2\x80\x9d \xf0\x9f\x99\x84 Looking at you #AmericanAirlinesArena\xe2\x80\xa6 https://t.co/GcLAQ4iY5a'
2018-11-12 22:27:43,b'#unitedAIRLINES  wow @united now u offer me $300 for not receiving my bag until tomorrow afternoon! You give that f\xe2\x80\xa6 https://t.co/WyGEMcuSjP'
2018-11-12 21:45:37,"b'#unitedAIRLINES so as a global service member and had 4 hours for a connection, united selectively decided not to l\xe2\x80\xa6 https://t.co/MANqqRilRy'"
2018-11-12 21:43:19,"b'If I was as unhelpful as @united customer service, I would have been fired from my job ages ago. #unitedairlines #customerslast'"
2018-11-12 21:43:18,b'#6 @UnitedAirHelp @UnitedAirways @UnitedAir_ We are NEVER flying United Airlines ever again #unitedairsucks\xe2\x80\xa6 https://t.co/yVGUuzDUig'
2018-11-12 19:27:23,"b'RT @BenLamb1: @united customer service last night at 9 pm. Sure, the skies are friendly, but you spend 90% of your time on the ground becau\xe2\x80\xa6'"
2018-11-12 17:42:52,b'Watch the New Big Metal Bird: Veterans #veteransday #army #unitedairlines  https://t.co/3yTZL90b9f'
2018-11-12 17:33:13,b'@united @united UA2355 delay = 19 HOURS 15 MINUTES. You had 12 hrs overnight (6pm-6am) to fix it or get another pla\xe2\x80\xa6 https://t.co/qjYNV8LSuu'
2018-11-12 17:13:19,"b'Boarding passes secured for an earlier flight home,  thanks @united! Your social media folks are excellent!! #UnitedAirlines'"
2018-11-12 15:34:50,"b""#UnitedAirlines shouldn't matter where you are sitting you deserve to be treated the same. Just travelled from ewr\xe2\x80\xa6 https://t.co/DpwQjfopdI"""
2018-11-12 15:17:08,b'Gotham Rising.... #nycskyline #worldtradecenter #windowseat #katrintravels #katrineismann #unitedairlines\xe2\x80\xa6 https://t.co/L20zBOQK0c'
2018-11-12 15:11:48,b'@unitedairlines flying business from SG to SFO - food options super lousy. Just saying. After paying more than $4k\xe2\x80\xa6 https://t.co/s4jCGdED1y'
2018-11-12 15:08:51,"b'@united You 100% DO NOT value our time. Calling you out on your BS. We were suppose to board at 08:25am, but our ai\xe2\x80\xa6 https://t.co/BixhxDkWpk'"
2018-11-12 15:05:32,b'@united flight 2355 from Phoenix to Houston delayed 19 hours? Your lack of communication with the additional delay\xe2\x80\xa6 https://t.co/Q2hUsSUmK2'
2018-11-12 15:03:12,b'Gotham Rising....\n\n#nycskyline #worldtradecenter #windowseat #katrintravels #katrineismann #unitedairlines\xe2\x80\xa6 https://t.co/ioEehvXLDk'
2018-11-12 14:59:24,b'Are these the best cookies ever? @byrdcookieco  #unitedairlines #fall #fallflavors \xf0\x9f\x8d\x81\xf0\x9f\x8d\x82 https://t.co/mcQ48Lrhv4'
2018-11-12 14:28:20,"b""@united Oh yeah, but the flight we got rebooked on (supposedly) didn't have us set, so another 10 hour wait. How ab\xe2\x80\xa6 https://t.co/VRXXdsX3fo"""
2018-11-12 14:19:34,"b'We were the lucky ones. We got a hotel room 5 miles away, a cheap water bottles &amp; vouchers that should cover 2 coke\xe2\x80\xa6 https://t.co/czjaF5pqkp'"
2018-11-12 14:19:00,"b'RT @BiIndia: #Trivia | India\xe2\x80\x99s record is also higher than #UnitedAirlines, which employs the highest number of female pilots in the United\xe2\x80\xa6'"
